architecture,benchmark,benchmark_key,avg_cpd,avg_wl,successful_seeds,failed_seeds
Border_arch,rambit_AW8_DW1024,rambit_AW8_DW1024,14.89692,3607343.8,5,0
2D_arch,rambit_AW8_DW128,rambit_AW8_DW128,12.042480000000001,456992.0,5,0
Offset_arch,rambit_AW8_DW128,rambit_AW8_DW128,10.221832000000001,421021.0,5,0
All_top_arch,rambit_AW8_DW128,rambit_AW8_DW128,10.139554,406595.6,5,0
Iso-Edge_arch,rambit_AW8_DW128,rambit_AW8_DW128,9.627565999999998,378064.2,5,0
Mix-Edge_arch,rambit_AW8_DW128,rambit_AW8_DW128,9.717412000000001,378829.4,5,0
Aligned_arch,rambit_AW8_DW128,rambit_AW8_DW128,10.339372000000001,418170.8,5,0
Striped_arch,rambit_AW8_DW128,rambit_AW8_DW128,10.039993999999998,428530.0,5,0
Border_arch,rambit_AW8_DW128,rambit_AW8_DW128,9.498364,373927.0,5,0
2D_arch,rambit_AW8_DW16,rambit_AW8_DW16,6.0043239999999996,26696.4,5,0
Offset_arch,rambit_AW8_DW16,rambit_AW8_DW16,5.575992,26019.8,5,0
All_top_arch,rambit_AW8_DW16,rambit_AW8_DW16,5.290608000000001,25512.8,5,0
Iso-Edge_arch,rambit_AW8_DW16,rambit_AW8_DW16,5.46828,24921.6,5,0
Mix-Edge_arch,rambit_AW8_DW16,rambit_AW8_DW16,5.383392,24618.6,5,0
Aligned_arch,rambit_AW8_DW16,rambit_AW8_DW16,5.391934000000001,25842.6,5,0
Striped_arch,rambit_AW8_DW16,rambit_AW8_DW16,5.598319999999999,27107.4,5,0
Border_arch,rambit_AW8_DW16,rambit_AW8_DW16,5.461924,24312.4,5,0
2D_arch,rambit_AW8_DW256,rambit_AW8_DW256,13.32062,909690.8,5,0
Offset_arch,rambit_AW8_DW256,rambit_AW8_DW256,11.273329999999998,840611.2,5,0
All_top_arch,rambit_AW8_DW256,rambit_AW8_DW256,10.95384,820957.2,5,0
Iso-Edge_arch,rambit_AW8_DW256,rambit_AW8_DW256,10.870878000000001,866760.8,5,0
Mix-Edge_arch,rambit_AW8_DW256,rambit_AW8_DW256,10.769886,768138.4,5,0
Aligned_arch,rambit_AW8_DW256,rambit_AW8_DW256,11.15062,827780.2,5,0
Striped_arch,rambit_AW8_DW256,rambit_AW8_DW256,10.93854,817652.0,5,0
Border_arch,rambit_AW8_DW256,rambit_AW8_DW256,10.51366,750626.75,4,1
2D_arch,rambit_AW8_DW32,rambit_AW8_DW32,7.449503999999999,81931.0,5,0
Offset_arch,rambit_AW8_DW32,rambit_AW8_DW32,6.840667999999999,76397.6,5,0
All_top_arch,rambit_AW8_DW32,rambit_AW8_DW32,6.776638,72511.8,5,0
Iso-Edge_arch,rambit_AW8_DW32,rambit_AW8_DW32,6.3885060000000005,68482.2,5,0
Mix-Edge_arch,rambit_AW8_DW32,rambit_AW8_DW32,6.26271,68815.2,5,0
Aligned_arch,rambit_AW8_DW32,rambit_AW8_DW32,6.682838000000001,75190.4,5,0
Striped_arch,rambit_AW8_DW32,rambit_AW8_DW32,6.755217999999999,75403.6,5,0
Border_arch,rambit_AW8_DW32,rambit_AW8_DW32,6.380382,68680.4,5,0
2D_arch,rambit_AW8_DW512,rambit_AW8_DW512,15.196860000000001,1811737.0,5,0
Offset_arch,rambit_AW8_DW512,rambit_AW8_DW512,12.3043,1718112.0,5,0
All_top_arch,rambit_AW8_DW512,rambit_AW8_DW512,12.763560000000002,1658873.2,5,0
Iso-Edge_arch,rambit_AW8_DW512,rambit_AW8_DW512,12.757060000000001,1743309.0,5,0
Mix-Edge_arch,rambit_AW8_DW512,rambit_AW8_DW512,12.535359999999999,1559923.2,5,0
Aligned_arch,rambit_AW8_DW512,rambit_AW8_DW512,12.829940000000002,1671828.4,5,0
Striped_arch,rambit_AW8_DW512,rambit_AW8_DW512,13.90848,1603578.0,5,0
Border_arch,rambit_AW8_DW512,rambit_AW8_DW512,12.792259999999999,1516991.0,5,0
2D_arch,rambit_AW8_DW64,rambit_AW8_DW64,9.438282000000001,191325.0,5,0
Offset_arch,rambit_AW8_DW64,rambit_AW8_DW64,8.25443,174873.4,5,0
All_top_arch,rambit_AW8_DW64,rambit_AW8_DW64,8.217678000000001,170742.8,5,0
Iso-Edge_arch,rambit_AW8_DW64,rambit_AW8_DW64,8.049311999999999,159178.4,5,0
Mix-Edge_arch,rambit_AW8_DW64,rambit_AW8_DW64,7.922932,159443.8,5,0
Aligned_arch,rambit_AW8_DW64,rambit_AW8_DW64,8.257912,173196.6,5,0
Striped_arch,rambit_AW8_DW64,rambit_AW8_DW64,8.052458,173657.0,5,0
Border_arch,rambit_AW8_DW64,rambit_AW8_DW64,7.933126,157756.4,5,0
2D_arch,rambit_AW8_DW8,rambit_AW8_DW8,5.335489999999999,14338.4,5,0
Offset_arch,rambit_AW8_DW8,rambit_AW8_DW8,5.086658000000001,13820.4,5,0
All_top_arch,rambit_AW8_DW8,rambit_AW8_DW8,4.897426,13409.0,5,0
Iso-Edge_arch,rambit_AW8_DW8,rambit_AW8_DW8,5.081072,13206.4,5,0
Mix-Edge_arch,rambit_AW8_DW8,rambit_AW8_DW8,5.090774000000001,12988.2,5,0
Aligned_arch,rambit_AW8_DW8,rambit_AW8_DW8,4.933746,13703.8,5,0
Striped_arch,rambit_AW8_DW8,rambit_AW8_DW8,5.083600000000001,14094.2,5,0
Border_arch,rambit_AW8_DW8,rambit_AW8_DW8,4.769312000000001,12777.6,5,0
2D_arch,rambyte_AW10_DW128,rambyte_AW10_DW128,14.53616,937167.6,5,0
Offset_arch,rambyte_AW10_DW128,rambyte_AW10_DW128,12.66778,939557.8,5,0
All_top_arch,rambyte_AW10_DW128,rambyte_AW10_DW128,12.9631,917353.6,5,0
Iso-Edge_arch,rambyte_AW10_DW128,rambyte_AW10_DW128,12.546899999999999,1021534.6,5,0
Mix-Edge_arch,rambyte_AW10_DW128,rambyte_AW10_DW128,12.26198,862885.8,5,0
Aligned_arch,rambyte_AW10_DW128,rambyte_AW10_DW128,12.011860000000002,933087.8,5,0
Striped_arch,rambyte_AW10_DW128,rambyte_AW10_DW128,13.270600000000002,901730.2,5,0
Border_arch,rambyte_AW10_DW128,rambyte_AW10_DW128,11.9514,859989.8,5,0
2D_arch,rambyte_AW10_DW16,rambyte_AW10_DW16,9.814676,134641.0,5,0
Offset_arch,rambyte_AW10_DW16,rambyte_AW10_DW16,8.509614,125837.0,5,0
All_top_arch,rambyte_AW10_DW16,rambyte_AW10_DW16,8.479892,123430.2,5,0
Iso-Edge_arch,rambyte_AW10_DW16,rambyte_AW10_DW16,8.203966,116164.2,5,0
Mix-Edge_arch,rambyte_AW10_DW16,rambyte_AW10_DW16,8.381086,116843.0,5,0
Aligned_arch,rambyte_AW10_DW16,rambyte_AW10_DW16,8.573184000000001,125054.8,5,0
Striped_arch,rambyte_AW10_DW16,rambyte_AW10_DW16,8.575796,123990.0,5,0
Border_arch,rambyte_AW10_DW16,rambyte_AW10_DW16,8.056102000000001,116646.2,5,0
2D_arch,rambyte_AW10_DW256,rambyte_AW10_DW256,17.737280000000002,1874020.0,5,0
Offset_arch,rambyte_AW10_DW256,rambyte_AW10_DW256,14.68734,1885568.2,5,0
All_top_arch,rambyte_AW10_DW256,rambyte_AW10_DW256,15.405820000000002,1845232.0,5,0
Iso-Edge_arch,rambyte_AW10_DW256,rambyte_AW10_DW256,14.87172,2025385.6,5,0
Mix-Edge_arch,rambyte_AW10_DW256,rambyte_AW10_DW256,14.193380000000001,1739526.2,5,0
Aligned_arch,rambyte_AW10_DW256,rambyte_AW10_DW256,14.28128,1871899.2,5,0
Striped_arch,rambyte_AW10_DW256,rambyte_AW10_DW256,15.429759999999998,1817404.4,5,0
Border_arch,rambyte_AW10_DW256,rambyte_AW10_DW256,14.32008,2071408.6,5,0
2D_arch,rambyte_AW10_DW32,rambyte_AW10_DW32,11.062900000000003,249436.6,5,0
Offset_arch,rambyte_AW10_DW32,rambyte_AW10_DW32,10.355724,236775.6,5,0
All_top_arch,rambyte_AW10_DW32,rambyte_AW10_DW32,9.595046,233904.6,5,0
Iso-Edge_arch,rambyte_AW10_DW32,rambyte_AW10_DW32,9.502088,220411.8,5,0
Mix-Edge_arch,rambyte_AW10_DW32,rambyte_AW10_DW32,9.002816,222805.4,5,0
Aligned_arch,rambyte_AW10_DW32,rambyte_AW10_DW32,9.732420000000001,238671.6,5,0
Striped_arch,rambyte_AW10_DW32,rambyte_AW10_DW32,9.701314,242677.8,5,0
Border_arch,rambyte_AW10_DW32,rambyte_AW10_DW32,9.216182,223523.2,5,0
2D_arch,rambyte_AW10_DW64,rambyte_AW10_DW64,12.711500000000001,496491.0,5,0
Offset_arch,rambyte_AW10_DW64,rambyte_AW10_DW64,11.012960000000001,483110.8,5,0
All_top_arch,rambyte_AW10_DW64,rambyte_AW10_DW64,11.027019999999998,469277.6,5,0
Iso-Edge_arch,rambyte_AW10_DW64,rambyte_AW10_DW64,10.843880000000002,521046.4,5,0
Mix-Edge_arch,rambyte_AW10_DW64,rambyte_AW10_DW64,10.938320000000001,446212.4,5,0
Aligned_arch,rambyte_AW10_DW64,rambyte_AW10_DW64,11.65842,481335.0,5,0
Striped_arch,rambyte_AW10_DW64,rambyte_AW10_DW64,11.13766,473979.8,5,0
Border_arch,rambyte_AW10_DW64,rambyte_AW10_DW64,10.311139999999998,443957.4,5,0
2D_arch,rambyte_AW10_DW8,rambyte_AW10_DW8,9.184118,76697.0,5,0
Offset_arch,rambyte_AW10_DW8,rambyte_AW10_DW8,8.263264000000001,75302.6,5,0
All_top_arch,rambyte_AW10_DW8,rambyte_AW10_DW8,8.12585,72129.6,5,0
Iso-Edge_arch,rambyte_AW10_DW8,rambyte_AW10_DW8,7.815900000000001,68266.8,5,0
Mix-Edge_arch,rambyte_AW10_DW8,rambyte_AW10_DW8,7.89152,67863.4,5,0
Aligned_arch,rambyte_AW10_DW8,rambyte_AW10_DW8,8.26348,73407.6,5,0
Striped_arch,rambyte_AW10_DW8,rambyte_AW10_DW8,8.373404,73450.8,5,0
Border_arch,rambyte_AW10_DW8,rambyte_AW10_DW8,7.88182,68553.2,5,0
2D_arch,rambyte_AW12_DW16,rambyte_AW12_DW16,16.153699999999997,656552.0,5,0
Offset_arch,rambyte_AW12_DW16,rambyte_AW12_DW16,14.1705,616670.2,5,0
All_top_arch,rambyte_AW12_DW16,rambyte_AW12_DW16,13.97944,605412.4,5,0
Iso-Edge_arch,rambyte_AW12_DW16,rambyte_AW12_DW16,14.10762,664515.2,5,0
Mix-Edge_arch,rambyte_AW12_DW16,rambyte_AW12_DW16,13.14194,569892.4,5,0
Aligned_arch,rambyte_AW12_DW16,rambyte_AW12_DW16,13.839260000000001,610019.6,5,0
Striped_arch,rambyte_AW12_DW16,rambyte_AW12_DW16,14.368519999999998,599876.4,5,0
Border_arch,rambyte_AW12_DW16,rambyte_AW12_DW16,13.14718,567068.8,5,0
2D_arch,rambyte_AW12_DW32,rambyte_AW12_DW32,21.7228,1501143.6,5,0
Offset_arch,rambyte_AW12_DW32,rambyte_AW12_DW32,17.75158,1386905.4,5,0
All_top_arch,rambyte_AW12_DW32,rambyte_AW12_DW32,18.27704,1344360.4,5,0
Iso-Edge_arch,rambyte_AW12_DW32,rambyte_AW12_DW32,17.10056,1481672.8,5,0
Mix-Edge_arch,rambyte_AW12_DW32,rambyte_AW12_DW32,16.91802,1282537.2,5,0
Aligned_arch,rambyte_AW12_DW32,rambyte_AW12_DW32,17.35714,1374929.6,5,0
Striped_arch,rambyte_AW12_DW32,rambyte_AW12_DW32,17.89948,1338664.0,5,0
Border_arch,rambyte_AW12_DW32,rambyte_AW12_DW32,16.86734,1240430.2,5,0
2D_arch,rambyte_AW12_DW64,rambyte_AW12_DW64,26.402099999999997,3617386.2,5,0
Offset_arch,rambyte_AW12_DW64,rambyte_AW12_DW64,22.20424,3210135.4,5,0
All_top_arch,rambyte_AW12_DW64,rambyte_AW12_DW64,21.81784,3162172.8,5,0
Iso-Edge_arch,rambyte_AW12_DW64,rambyte_AW12_DW64,21.05962,3358775.2,5,0
Mix-Edge_arch,rambyte_AW12_DW64,rambyte_AW12_DW64,21.799,3005661.2,5,0
Aligned_arch,rambyte_AW12_DW64,rambyte_AW12_DW64,21.378519999999998,3208475.6,5,0
Striped_arch,rambyte_AW12_DW64,rambyte_AW12_DW64,21.637900000000002,3114148.8,5,0
Border_arch,rambyte_AW12_DW64,rambyte_AW12_DW64,20.71388,3317563.8,5,0
2D_arch,rambyte_AW12_DW8,rambyte_AW12_DW8,16.002940000000002,357864.2,5,0
Offset_arch,rambyte_AW12_DW8,rambyte_AW12_DW8,13.47894,340347.2,5,0
All_top_arch,rambyte_AW12_DW8,rambyte_AW12_DW8,13.78012,330341.8,5,0
Iso-Edge_arch,rambyte_AW12_DW8,rambyte_AW12_DW8,13.18238,311658.6,5,0
Mix-Edge_arch,rambyte_AW12_DW8,rambyte_AW12_DW8,13.51124,311259.2,5,0
Aligned_arch,rambyte_AW12_DW8,rambyte_AW12_DW8,13.42586,337885.8,5,0
Striped_arch,rambyte_AW12_DW8,rambyte_AW12_DW8,13.81014,339961.8,5,0
Border_arch,rambyte_AW12_DW8,rambyte_AW12_DW8,13.20226,311644.0,5,0
2D_arch,rambyte_AW14_DW16,rambyte_AW14_DW16,27.6137,2860075.4,5,0
Offset_arch,rambyte_AW14_DW16,rambyte_AW14_DW16,22.59488,2654598.2,5,0
All_top_arch,rambyte_AW14_DW16,rambyte_AW14_DW16,23.17032,2634530.4,5,0
Iso-Edge_arch,rambyte_AW14_DW16,rambyte_AW14_DW16,21.34194,2871820.6,5,0
Mix-Edge_arch,rambyte_AW14_DW16,rambyte_AW14_DW16,21.69774,2475154.6,5,0
Aligned_arch,rambyte_AW14_DW16,rambyte_AW14_DW16,21.983060000000002,2649696.4,5,0
Striped_arch,rambyte_AW14_DW16,rambyte_AW14_DW16,22.328219999999998,2558419.8,5,0
Border_arch,rambyte_AW14_DW16,rambyte_AW14_DW16,21.6298,2890516.6,5,0
2D_arch,rambyte_AW14_DW8,rambyte_AW14_DW8,21.10206,2041468.0,5,0
Offset_arch,rambyte_AW14_DW8,rambyte_AW14_DW8,17.86094,1928018.4,5,0
All_top_arch,rambyte_AW14_DW8,rambyte_AW14_DW8,17.95494,1894855.6,5,0
Iso-Edge_arch,rambyte_AW14_DW8,rambyte_AW14_DW8,17.59762,2023500.0,5,0
Mix-Edge_arch,rambyte_AW14_DW8,rambyte_AW14_DW8,17.34386,1788085.2,5,0
Aligned_arch,rambyte_AW14_DW8,rambyte_AW14_DW8,17.68606,1908669.4,5,0
Striped_arch,rambyte_AW14_DW8,rambyte_AW14_DW8,18.19758,1855908.2,5,0
Border_arch,rambyte_AW14_DW8,rambyte_AW14_DW8,17.085839999999997,1727710.4,5,0
2D_arch,rambyte_AW4_DW1024,rambyte_AW4_DW1024,6.2645219999999995,134957.8,5,0
Offset_arch,rambyte_AW4_DW1024,rambyte_AW4_DW1024,5.979248,124945.8,5,0
All_top_arch,rambyte_AW4_DW1024,rambyte_AW4_DW1024,5.675155999999999,123391.2,5,0
Iso-Edge_arch,rambyte_AW4_DW1024,rambyte_AW4_DW1024,5.9122900000000005,123544.6,5,0
Mix-Edge_arch,rambyte_AW4_DW1024,rambyte_AW4_DW1024,5.556108,124071.2,5,0
Aligned_arch,rambyte_AW4_DW1024,rambyte_AW4_DW1024,6.2360099999999985,124489.8,5,0
Striped_arch,rambyte_AW4_DW1024,rambyte_AW4_DW1024,5.903886,124432.4,5,0
Border_arch,rambyte_AW4_DW1024,rambyte_AW4_DW1024,5.684204,125238.6,5,0
2D_arch,rambyte_AW4_DW128,rambyte_AW4_DW128,3.4609880000000004,14785.2,5,0
Offset_arch,rambyte_AW4_DW128,rambyte_AW4_DW128,3.496644,14140.4,5,0
All_top_arch,rambyte_AW4_DW128,rambyte_AW4_DW128,3.309892,13547.8,5,0
Iso-Edge_arch,rambyte_AW4_DW128,rambyte_AW4_DW128,3.668042,13805.4,5,0
Mix-Edge_arch,rambyte_AW4_DW128,rambyte_AW4_DW128,3.436878,13770.2,5,0
Aligned_arch,rambyte_AW4_DW128,rambyte_AW4_DW128,3.6749020000000003,13991.0,5,0
Striped_arch,rambyte_AW4_DW128,rambyte_AW4_DW128,3.3687180000000003,14652.6,5,0
Border_arch,rambyte_AW4_DW128,rambyte_AW4_DW128,3.338886,13499.8,5,0
2D_arch,rambyte_AW4_DW16,rambyte_AW4_DW16,2.90342,1764.0,5,0
Offset_arch,rambyte_AW4_DW16,rambyte_AW4_DW16,3.0520819999999995,1785.2,5,0
All_top_arch,rambyte_AW4_DW16,rambyte_AW4_DW16,2.8193919999999997,1780.0,5,0
Iso-Edge_arch,rambyte_AW4_DW16,rambyte_AW4_DW16,2.92863,1758.4,5,0
Mix-Edge_arch,rambyte_AW4_DW16,rambyte_AW4_DW16,2.829092,1713.6,5,0
Aligned_arch,rambyte_AW4_DW16,rambyte_AW4_DW16,2.9932600000000003,1880.4,5,0
Striped_arch,rambyte_AW4_DW16,rambyte_AW4_DW16,2.9286280000000002,1809.0,5,0
Border_arch,rambyte_AW4_DW16,rambyte_AW4_DW16,2.9486499999999998,1729.0,5,0
2D_arch,rambyte_AW4_DW256,rambyte_AW4_DW256,4.225094,27460.0,5,0
Offset_arch,rambyte_AW4_DW256,rambyte_AW4_DW256,4.475864,27209.0,5,0
All_top_arch,rambyte_AW4_DW256,rambyte_AW4_DW256,3.874688,26428.2,5,0
Iso-Edge_arch,rambyte_AW4_DW256,rambyte_AW4_DW256,4.06883,26752.0,5,0
Mix-Edge_arch,rambyte_AW4_DW256,rambyte_AW4_DW256,3.95282,26225.2,5,0
Aligned_arch,rambyte_AW4_DW256,rambyte_AW4_DW256,4.261974,27105.6,5,0
Striped_arch,rambyte_AW4_DW256,rambyte_AW4_DW256,4.291876,28037.8,5,0
Border_arch,rambyte_AW4_DW256,rambyte_AW4_DW256,4.264104000000001,26297.2,5,0
2D_arch,rambyte_AW4_DW32,rambyte_AW4_DW32,3.163576,3502.6,5,0
Offset_arch,rambyte_AW4_DW32,rambyte_AW4_DW32,3.249864,3657.4,5,0
All_top_arch,rambyte_AW4_DW32,rambyte_AW4_DW32,3.1182399999999997,3622.0,5,0
Iso-Edge_arch,rambyte_AW4_DW32,rambyte_AW4_DW32,3.146432,3320.2,5,0
Mix-Edge_arch,rambyte_AW4_DW32,rambyte_AW4_DW32,3.005216,3338.6,5,0
Aligned_arch,rambyte_AW4_DW32,rambyte_AW4_DW32,2.89372,3476.4,5,0
Striped_arch,rambyte_AW4_DW32,rambyte_AW4_DW32,3.1658319999999995,3671.4,5,0
Border_arch,rambyte_AW4_DW32,rambyte_AW4_DW32,3.1821379999999997,3503.0,5,0
2D_arch,rambyte_AW4_DW512,rambyte_AW4_DW512,4.773666,75173.6,5,0
Offset_arch,rambyte_AW4_DW512,rambyte_AW4_DW512,4.509874000000001,69259.8,5,0
All_top_arch,rambyte_AW4_DW512,rambyte_AW4_DW512,4.57571,66283.2,5,0
Iso-Edge_arch,rambyte_AW4_DW512,rambyte_AW4_DW512,4.568394,65923.2,5,0
Mix-Edge_arch,rambyte_AW4_DW512,rambyte_AW4_DW512,4.580222000000001,66336.4,5,0
Aligned_arch,rambyte_AW4_DW512,rambyte_AW4_DW512,4.837432,68591.4,5,0
Striped_arch,rambyte_AW4_DW512,rambyte_AW4_DW512,4.8011539999999995,67093.8,5,0
Border_arch,rambyte_AW4_DW512,rambyte_AW4_DW512,4.721439999999999,67053.0,5,0
2D_arch,rambyte_AW4_DW64,rambyte_AW4_DW64,3.1072299999999995,7515.0,5,0
Offset_arch,rambyte_AW4_DW64,rambyte_AW4_DW64,3.1093559999999996,7229.8,5,0
All_top_arch,rambyte_AW4_DW64,rambyte_AW4_DW64,3.0960019999999995,7197.2,5,0
Iso-Edge_arch,rambyte_AW4_DW64,rambyte_AW4_DW64,3.101788,7133.0,5,0
Mix-Edge_arch,rambyte_AW4_DW64,rambyte_AW4_DW64,3.0238,6767.2,5,0
Aligned_arch,rambyte_AW4_DW64,rambyte_AW4_DW64,3.031972,6970.4,5,0
Striped_arch,rambyte_AW4_DW64,rambyte_AW4_DW64,3.10026,7355.8,5,0
Border_arch,rambyte_AW4_DW64,rambyte_AW4_DW64,3.1084319999999996,6918.8,5,0
2D_arch,rambyte_AW4_DW8,rambyte_AW4_DW8,2.437044,910.4,5,0
Offset_arch,rambyte_AW4_DW8,rambyte_AW4_DW8,2.5480799999999997,1005.0,5,0
All_top_arch,rambyte_AW4_DW8,rambyte_AW4_DW8,2.546696,1044.4,5,0
Iso-Edge_arch,rambyte_AW4_DW8,rambyte_AW4_DW8,2.5115179999999997,963.8,5,0
Mix-Edge_arch,rambyte_AW4_DW8,rambyte_AW4_DW8,2.509388,935.4,5,0
Aligned_arch,rambyte_AW4_DW8,rambyte_AW4_DW8,2.5230360000000003,998.6,5,0
Striped_arch,rambyte_AW4_DW8,rambyte_AW4_DW8,2.5072559999999995,922.4,5,0
Border_arch,rambyte_AW4_DW8,rambyte_AW4_DW8,2.4716180000000003,923.8,5,0
2D_arch,rambyte_AW6_DW1024,rambyte_AW6_DW1024,10.702358,551924.4,5,0
Offset_arch,rambyte_AW6_DW1024,rambyte_AW6_DW1024,9.285864,542236.2,5,0
All_top_arch,rambyte_AW6_DW1024,rambyte_AW6_DW1024,8.808628,537815.2,5,0
Iso-Edge_arch,rambyte_AW6_DW1024,rambyte_AW6_DW1024,8.791786,610286.2,5,0
Mix-Edge_arch,rambyte_AW6_DW1024,rambyte_AW6_DW1024,9.26147,514918.6,5,0
Aligned_arch,rambyte_AW6_DW1024,rambyte_AW6_DW1024,8.95937,543794.4,5,0
Striped_arch,rambyte_AW6_DW1024,rambyte_AW6_DW1024,9.651337999999999,524724.2,5,0
Border_arch,rambyte_AW6_DW1024,rambyte_AW6_DW1024,9.301794,514393.4,5,0
2D_arch,rambyte_AW6_DW128,rambyte_AW6_DW128,5.857108,64657.8,5,0
Offset_arch,rambyte_AW6_DW128,rambyte_AW6_DW128,5.673878,64255.4,5,0
All_top_arch,rambyte_AW6_DW128,rambyte_AW6_DW128,5.440969999999999,62696.4,5,0
Iso-Edge_arch,rambyte_AW6_DW128,rambyte_AW6_DW128,5.381031999999999,59303.8,5,0
Mix-Edge_arch,rambyte_AW6_DW128,rambyte_AW6_DW128,5.537756,59066.6,5,0
Aligned_arch,rambyte_AW6_DW128,rambyte_AW6_DW128,5.825376,64274.0,5,0
Striped_arch,rambyte_AW6_DW128,rambyte_AW6_DW128,5.586145999999999,64486.6,5,0
Border_arch,rambyte_AW6_DW128,rambyte_AW6_DW128,5.188254000000001,59546.2,5,0
2D_arch,rambyte_AW6_DW16,rambyte_AW6_DW16,4.608004,9863.0,5,0
Offset_arch,rambyte_AW6_DW16,rambyte_AW6_DW16,4.283110000000001,10262.8,5,0
All_top_arch,rambyte_AW6_DW16,rambyte_AW6_DW16,4.569934,10028.8,5,0
Iso-Edge_arch,rambyte_AW6_DW16,rambyte_AW6_DW16,4.393078,9798.0,5,0
Mix-Edge_arch,rambyte_AW6_DW16,rambyte_AW6_DW16,4.245146,9575.2,5,0
Aligned_arch,rambyte_AW6_DW16,rambyte_AW6_DW16,4.374406,10372.0,5,0
Striped_arch,rambyte_AW6_DW16,rambyte_AW6_DW16,4.366346,10313.6,5,0
Border_arch,rambyte_AW6_DW16,rambyte_AW6_DW16,4.495604,9526.6,5,0
2D_arch,rambyte_AW6_DW256,rambyte_AW6_DW256,7.277022,124992.6,5,0
Offset_arch,rambyte_AW6_DW256,rambyte_AW6_DW256,6.542742,126667.0,5,0
All_top_arch,rambyte_AW6_DW256,rambyte_AW6_DW256,6.388276,124139.6,5,0
Iso-Edge_arch,rambyte_AW6_DW256,rambyte_AW6_DW256,6.188056,118937.2,5,0
Mix-Edge_arch,rambyte_AW6_DW256,rambyte_AW6_DW256,6.493549999999999,117597.0,5,0
Aligned_arch,rambyte_AW6_DW256,rambyte_AW6_DW256,6.6318719999999995,125393.6,5,0
Striped_arch,rambyte_AW6_DW256,rambyte_AW6_DW256,6.397564,124884.2,5,0
Border_arch,rambyte_AW6_DW256,rambyte_AW6_DW256,6.438689999999999,119955.2,5,0
2D_arch,rambyte_AW6_DW32,rambyte_AW6_DW32,4.56862,15167.6,5,0
Offset_arch,rambyte_AW6_DW32,rambyte_AW6_DW32,4.314895999999999,15439.2,5,0
All_top_arch,rambyte_AW6_DW32,rambyte_AW6_DW32,4.320206,14848.6,5,0
Iso-Edge_arch,rambyte_AW6_DW32,rambyte_AW6_DW32,4.223492,14739.8,5,0
Mix-Edge_arch,rambyte_AW6_DW32,rambyte_AW6_DW32,4.214822,14847.8,5,0
Aligned_arch,rambyte_AW6_DW32,rambyte_AW6_DW32,4.582,15405.2,5,0
Striped_arch,rambyte_AW6_DW32,rambyte_AW6_DW32,4.434756,16175.4,5,0
Border_arch,rambyte_AW6_DW32,rambyte_AW6_DW32,4.459963999999999,14572.4,5,0
2D_arch,rambyte_AW6_DW512,rambyte_AW6_DW512,8.708926,264767.6,5,0
Offset_arch,rambyte_AW6_DW512,rambyte_AW6_DW512,7.736806,268626.6,5,0
All_top_arch,rambyte_AW6_DW512,rambyte_AW6_DW512,7.534013999999999,262833.2,5,0
Iso-Edge_arch,rambyte_AW6_DW512,rambyte_AW6_DW512,7.390666,248279.8,5,0
Mix-Edge_arch,rambyte_AW6_DW512,rambyte_AW6_DW512,7.281618,249548.4,5,0
Aligned_arch,rambyte_AW6_DW512,rambyte_AW6_DW512,8.140206000000001,265361.0,5,0
Striped_arch,rambyte_AW6_DW512,rambyte_AW6_DW512,7.7232140000000005,265833.6,5,0
Border_arch,rambyte_AW6_DW512,rambyte_AW6_DW512,7.457054000000001,250541.0,5,0
2D_arch,rambyte_AW6_DW64,rambyte_AW6_DW64,5.239814000000001,28979.4,5,0
Offset_arch,rambyte_AW6_DW64,rambyte_AW6_DW64,4.98845,29369.2,5,0
All_top_arch,rambyte_AW6_DW64,rambyte_AW6_DW64,4.799076,28781.8,5,0
Iso-Edge_arch,rambyte_AW6_DW64,rambyte_AW6_DW64,4.752704,28312.8,5,0
Mix-Edge_arch,rambyte_AW6_DW64,rambyte_AW6_DW64,4.674785999999999,28246.6,5,0
Aligned_arch,rambyte_AW6_DW64,rambyte_AW6_DW64,4.868782,29124.6,5,0
Striped_arch,rambyte_AW6_DW64,rambyte_AW6_DW64,5.096182,30723.6,5,0
Border_arch,rambyte_AW6_DW64,rambyte_AW6_DW64,4.6674500000000005,28312.6,5,0
2D_arch,rambyte_AW6_DW8,rambyte_AW6_DW8,4.283948,4935.4,5,0
Offset_arch,rambyte_AW6_DW8,rambyte_AW6_DW8,4.263022,5065.0,5,0
All_top_arch,rambyte_AW6_DW8,rambyte_AW6_DW8,4.405872,5556.4,5,0
Iso-Edge_arch,rambyte_AW6_DW8,rambyte_AW6_DW8,4.2452559999999995,4975.0,5,0
Mix-Edge_arch,rambyte_AW6_DW8,rambyte_AW6_DW8,4.096218,4724.2,5,0
Aligned_arch,rambyte_AW6_DW8,rambyte_AW6_DW8,3.9985820000000003,5010.2,5,0
Striped_arch,rambyte_AW6_DW8,rambyte_AW6_DW8,4.27199,5224.8,5,0
Border_arch,rambyte_AW6_DW8,rambyte_AW6_DW8,4.160492,4658.0,5,0
2D_arch,rambyte_AW8_DW1024,rambyte_AW8_DW1024,19.7015,3662440.8,5,0
Offset_arch,rambyte_AW8_DW1024,rambyte_AW8_DW1024,16.484519999999996,3438629.0,5,0
All_top_arch,rambyte_AW8_DW1024,rambyte_AW8_DW1024,15.75922,3423646.2,5,0
